 num     #instances         #bytes  class name (module)
 383:             4            128  java.util.ImmutableCollections$MapN (java.base@17.0.2)
 384:             2            128  javax.naming.NameImpl (java.naming@17.0.2)
 385:             4            128  jdk.internal.loader.NativeLibraries (java.base@17.0.2)
 386:             4            128  sun.reflect.annotation.AnnotationType (java.base@17.0.2)
 387:             2            128  sun.security.jgss.SunProvider$ProviderService (java.security.jgss@17.0.2)
 388:             5            120  [Lio.netty.channel.socket.InternetProtocolFamily;
 389:             3            120  [Ljava.lang.invoke.LambdaForm$BasicType; (java.base@17.0.2)
 390:             5            120  [Lsun.reflect.generics.tree.FieldTypeSignature; (java.base@17.0.2)
 391:             5            120  io.vertx.ext.web.handler.sockjs.Transport
 392:             3            120  java.lang.invoke.BoundMethodHandle$Species_LL (java.base@17.0.2)
 393:             3            120  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle (java.base@17.0.2)
 394:             5            120  java.lang.module.ModuleDescriptor$Opens (java.base@17.0.2)
 395:             3            120  java.lang.reflect.ProxyGenerator$ProxyMethod (java.base@17.0.2)
 396:             3            120  java.time.format.DateTimeFormatterBuilder$FractionPrinterParser (java.base@17.0.2)
 397:             5            120  java.time.format.SignStyle (java.base@17.0.2)
 398:             5            120  java.util.stream.StreamOpFlag$Type (java.base@17.0.2)
 399:             5            120  jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer (java.base@17.0.2)
 400:             5            120  sun.nio.fs.WindowsPathType (java.base@17.0.2)
 401:             5            120  sun.reflect.generics.tree.FormalTypeParameter (java.base@17.0.2)
 402:             3            120  sun.util.locale.provider.LocaleResources$ResourceReference (java.base@17.0.2)
 403:             1            112  [Ljava.time.LocalTime; (java.base@17.0.2)
 404:             2            112  io.vertx.core.net.SSLOptions
 405:             2            112  java.nio.DirectIntBufferRU (java.base@17.0.2)
 406:             7            112  java.util.LinkedHashMap$LinkedKeySet (java.base@17.0.2)
 407:             7            112  java.util.regex.Pattern$BranchConn (java.base@17.0.2)
 408:             1            104  ch.qos.logback.classic.LoggerContext
 409:             1            104  com.sun.crypto.provider.SunJCE (java.base@17.0.2)
 410:             1            104  com.sun.security.sasl.Provider (java.security.sasl@17.0.2)
 411:             1            104  com.sun.security.sasl.gsskerb.JdkSASL (jdk.security.jgss@17.0.2)
 412:             1            104  io.netty.channel.socket.nio.NioServerSocketChannel
 413:             1            104  io.netty.resolver.dns.DnsNameResolverBuilder
 414:             1            104  io.vertx.core.http.impl.HttpServerImpl
 415:             1            104  io.vertx.core.net.NetServerOptions
 416:             1            104  jdk.internal.loader.ClassLoaders$AppClassLoader (java.base@17.0.2)
 417:             1            104  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base@17.0.2)
 418:             1            104  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base@17.0.2)
 419:             1            104  org.jcp.xml.dsig.internal.dom.XMLDSigRI (java.xml.crypto@17.0.2)
 420:             1            104  sun.security.ec.SunEC (jdk.crypto.ec@17.0.2)
 421:             1            104  sun.security.jca.ProviderList$1 (java.base@17.0.2)
 422:             1            104  sun.security.jgss.SunProvider (java.security.jgss@17.0.2)
 423:             1            104  sun.security.mscapi.SunMSCAPI (jdk.crypto.mscapi@17.0.2)
 424:             1            104  sun.security.provider.Sun (java.base@17.0.2)
 425:             1            104  sun.security.provider.certpath.ldap.JdkLDAP (java.naming@17.0.2)
 426:             1            104  sun.security.rsa.SunRsaSign (java.base@17.0.2)
 427:             1            104  sun.security.smartcardio.SunPCSC (java.smartcardio@17.0.2)
 428:             1            104  sun.security.ssl.SunJSSE (java.base@17.0.2)
 429:             4             96  [Lio.netty.handler.codec.dns.DnsRecordType;
 430:             5             96  [Ljava.lang.StackTraceElement; (java.base@17.0.2)
 431:             4             96  [Ljava.lang.reflect.Type; (java.base@17.0.2)
 432:             4             96  [Ljava.lang.reflect.TypeVariable; (java.base@17.0.2)
 433:             2             96  [Ljava.nio.ByteBuffer; (java.base@17.0.2)
 434:             1             96  [Lsun.util.locale.BaseLocale; (java.base@17.0.2)
 435:             1             96  [[J (java.base@17.0.2)
 436:             4             96  io.netty.resolver.ResolvedAddressTypes
 437:             4             96  io.netty.util.ResourceLeakDetector$Level
 438:             4             96  io.vertx.ext.web.AllowForwardHeaders
 439:             3             96  java.lang.ClassValue$Entry (java.base@17.0.2)
 440:             3             96  java.lang.Runtime$Version (java.base@17.0.2)
 441:             3             96  java.lang.constant.DynamicConstantDesc$AnonymousDynamicConstantDesc (java.base@17.0.2)
 442:             3             96  java.lang.invoke.SimpleMethodHandle (java.base@17.0.2)
 443:             4             96  java.lang.module.ModuleDescriptor$Modifier (java.base@17.0.2)
 444:             4             96  java.lang.module.ModuleDescriptor$Requires$Modifier (java.base@17.0.2)
 445:             4             96  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser (java.base@17.0.2)
 446:             4             96  java.time.format.DateTimeFormatterBuilder$SettingsParser (java.base@17.0.2)
 447:             6             96  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@17.0.2)
 448:             4             96  java.util.concurrent.LinkedBlockingQueue$Node (java.base@17.0.2)
 449:             4             96  java.util.regex.Pattern$Dollar (java.base@17.0.2)
 450:             4             96  java.util.regex.Pattern$Qtype (java.base@17.0.2)
 451:             4             96  java.util.stream.StreamShape (java.base@17.0.2)
 452:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@17.0.2)
 453:             6             96  jdk.internal.loader.ClassLoaderValue (java.base@17.0.2)
 454:             3             96  sun.net.spi.DefaultProxySelector$NonProxyInfo (java.base@17.0.2)
 455:             2             96  sun.nio.cs.StreamEncoder (java.base@17.0.2)
 456:             4             96  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl (java.base@17.0.2)
 457:             4             96  sun.security.provider.DRBG (java.base@17.0.2)
 458:             3             96  sun.util.locale.provider.LocaleResources (java.base@17.0.2)
 459:             1             88  [Lio.vertx.core.eventbus.MessageCodec;
 460:             2             88  [Lsun.security.jca.ProviderConfig; (java.base@17.0.2)
 461:             1             88  sun.nio.ch.ServerSocketChannelImpl (java.base@17.0.2)
 462:             1             80  [Lio.netty.handler.codec.http.HttpMethod$EnumNameMap$Node;
 463:             2             80  [Ljava.lang.OutOfMemoryError; (java.base@17.0.2)
 464:             1             80  [Ljava.time.temporal.ChronoUnit; (java.base@17.0.2)
 465:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@17.0.2)
 466:             2             80  io.vertx.ext.web.impl.RouterState
 467:             2             80  java.io.BufferedWriter (java.base@17.0.2)
 468:             2             80  java.io.PrintStream (java.base@17.0.2)
 469:             2             80  java.lang.ModuleLayer (java.base@17.0.2)
 470:             2             80  java.lang.invoke.MethodHandleImpl$AsVarargsCollector (java.base@17.0.2)
 471:             2             80  java.lang.invoke.VarHandleBooleans$FieldInstanceReadWrite (java.base@17.0.2)
 472:             2             80  java.lang.module.Configuration (java.base@17.0.2)
 473:             5             80  java.net.URLPermission$Authority (java.base@17.0.2)
 474:             2             80  java.util.Collections$SingletonMap (java.base@17.0.2)
 475:             2             80  java.util.Locale$Category (java.base@17.0.2)
 476:             5             80  java.util.concurrent.atomic.AtomicBoolean (java.base@17.0.2)
 477:             2             80  jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer (java.base@17.0.2)
 478:             2             80  jdk.internal.ref.Cleaner (java.base@17.0.2)
 479:             1             80  sun.nio.ch.NioSocketImpl (java.base@17.0.2)
 480:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@17.0.2)
 481:             1             80  sun.util.locale.provider.JRELocaleProviderAdapter (java.base@17.0.2)
 482:             3             72  ch.qos.logback.classic.spi.Configurator$ExecutionStatus
 483:             3             72  ch.qos.logback.core.spi.FilterReply
 484:             3             72  io.netty.handler.ssl.ClientAuth
 485:             3             72  io.vertx.core.http.ClientAuth
 486:             3             72  io.vertx.core.http.HttpVersion
 487:             3             72  io.vertx.core.impl.future.PromiseImpl
 488:             3             72  io.vertx.core.tracing.TracingPolicy
 489:             1             72  io.vertx.ext.web.handler.impl.StaticHandlerImpl
 490:             3             72  io.vertx.ext.web.handler.sockjs.impl.BaseTransport$$Lambda$85/0x0000000800d11d10
 491:             1             72  io.vertx.ext.web.handler.sockjs.impl.EventBusBridgeImpl
 492:             3             72  java.lang.WeakPairMap (java.base@17.0.2)
 493:             3             72  java.lang.annotation.RetentionPolicy (java.base@17.0.2)
 494:             3             72  java.lang.invoke.VarHandle$VarHandleDesc$Kind (java.base@17.0.2)
 495:             3             72  java.net.InetSocketAddress$InetSocketAddressHolder (java.base@17.0.2)
 496:             3             72  java.net.Proxy$Type (java.base@17.0.2)
 497:             3             72  java.net.StandardProtocolFamily (java.base@17.0.2)
 498:             3             72  java.security.DrbgParameters$Capability (java.base@17.0.2)
 499:             3             72  java.time.Instant (java.base@17.0.2)
 500:             3             72  java.time.format.ResolverStyle (java.base@17.0.2)
 501:             3             72  java.util.stream.Collector$Characteristics (java.base@17.0.2)
 502:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@17.0.2)
 503:             2             64  [Lio.vertx.core.http.ClientAuth;
 504:             2             64  [Ljava.lang.annotation.RetentionPolicy; (java.base@17.0.2)
 505:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@17.0.2)
 506:             2             64  [Ljava.nio.charset.CoderResult; (java.base@17.0.2)
 507:             3             64  [Ljava.util.Map$Entry; (java.base@17.0.2)
 508:             2             64  [Ljava.util.stream.Collector$Characteristics; (java.base@17.0.2)
 509:             1             64  ch.qos.logback.core.ConsoleAppender
 510:             2             64  ch.qos.logback.core.joran.spi.ConsoleTarget
 511:             2             64  ch.qos.logback.core.util.COWArrayList
 512:             1             64  io.netty.channel.ChannelOutboundBuffer
 513:             1             64  io.netty.channel.DefaultChannelPipeline$HeadContext
 514:             2             64  io.netty.channel.nio.NioEventLoopGroup
 515:             2             64  io.netty.channel.socket.InternetProtocolFamily
 516:             1             64  io.netty.channel.socket.nio.NioServerSocketChannel$NioServerSocketChannelConfig
 517:             2             64  io.netty.resolver.dns.DefaultDnsCache
 518:             1             64  io.netty.util.concurrent.GlobalEventExecutor
 519:             1             64  io.vertx.core.dns.AddressResolverOptions
 520:             2             64  io.vertx.core.http.impl.HttpServerImpl$HttpStreamHandler
 521:             1             64  io.vertx.core.http.impl.HttpServerWorker
 522:             2             64  io.vertx.core.impl.CloseFuture
 523:             1             64  io.vertx.core.impl.EventLoopContext
 524:             2             64  io.vertx.core.impl.btc.ThreadInfo
 525:             2             64  io.vertx.core.impl.future.Mapping
 526:             1             64  io.vertx.core.net.impl.SSLHelper
 527:             1             64  io.vertx.ext.web.impl.LRUCache
 528:             2             64  java.io.BufferedOutputStream (java.base@17.0.2)
 529:             2             64  java.io.FileOutputStream (java.base@17.0.2)
 530:             2             64  java.lang.ref.ReferenceQueue$Null (java.base@17.0.2)
 531:             1             64  java.net.SocksSocketImpl (java.base@17.0.2)
 532:             2             64  java.nio.DirectByteBuffer$Deallocator (java.base@17.0.2)
 533:             2             64  java.time.format.DateTimeFormatterBuilder$TextPrinterParser (java.base@17.0.2)
 534:             2             64  java.time.temporal.IsoFields$Unit (java.base@17.0.2)
 535:             2             64  java.util.Collections$SynchronizedMap (java.base@17.0.2)
 536:             2             64  java.util.HexFormat (java.base@17.0.2)
 537:             2             64  java.util.Vector (java.base@17.0.2)
 538:             2             64  java.util.stream.FindOps$FindOp (java.base@17.0.2)
 539:             4             64  jdk.internal.module.ServicesCatalog (java.base@17.0.2)
 540:             1             64  sun.security.provider.certpath.ldap.JdkLDAP$ProviderService (java.naming@17.0.2)
 541:             1             64  sun.security.smartcardio.SunPCSC$ProviderService (java.smartcardio@17.0.2)
 542:             2             56  [Lio.vertx.core.http.HttpVersion;
 543:             1             56  [Lio.vertx.ext.web.impl.RouteState$Priority;
 544:             1             56  [Ljava.lang.Runnable; (java.base@17.0.2)
 545:             1             56  [Ljava.nio.file.StandardOpenOption; (java.base@17.0.2)
 546:             1             56  [[I (java.base@17.0.2)
 547:             1             56  ch.qos.logback.classic.layout.TTLLLayout
 548:             1             56  io.netty.channel.DefaultChannelHandlerContext
 549:             1             56  io.netty.channel.DefaultChannelPipeline$TailContext
 550:             1             56  io.vertx.core.http.Http2Settings
 551:             1             56  io.vertx.core.impl.DeploymentManager$DeploymentImpl
 552:             1             56  io.vertx.core.impl.btc.BlockedThreadChecker$1
 553:             1             56  io.vertx.core.net.impl.SslContextProvider
 554:             1             56  java.lang.invoke.BoundMethodHandle$Specializer (java.base@17.0.2)
 555:             1             56  java.nio.HeapCharBuffer (java.base@17.0.2)
 556:             1             56  java.util.ServiceLoader (java.base@17.0.2)
 557:             1             56  jdk.internal.org.objectweb.asm.Label (java.base@17.0.2)
 558:             3             48  [Ljava.lang.annotation.Annotation; (java.base@17.0.2)
 559:             1             48  [Ljava.math.RoundingMode; (java.base@17.0.2)
 560:             1             48  [Ljava.util.concurrent.TimeUnit; (java.base@17.0.2)
 561:             1             48  ch.qos.logback.classic.pattern.ThrowableProxyConverter
 562:             1             48  ch.qos.logback.core.encoder.LayoutWrappingEncoder
 563:             3             48  ch.qos.logback.core.spi.LogbackLock
 564:             2             48  ch.qos.logback.core.util.CachingDateFormatter
 565:             2             48  ch.qos.logback.core.util.CachingDateFormatter$CacheTuple
 566:             1             48  com.sun.jndi.dns.ZoneNode (jdk.naming.dns@17.0.2)
 567:             2             48  io.netty.buffer.PooledByteBufAllocator$PoolThreadLocalCache
 568:             2             48  io.netty.buffer.UnpooledByteBufAllocator
 569:             2             48  io.netty.buffer.UnpooledByteBufAllocator$UnpooledByteBufAllocatorMetric
 570:             1             48  io.netty.channel.AbstractChannel$CloseFuture
 571:             1             48  io.netty.channel.DefaultChannelPipeline
 572:             2             48  io.netty.channel.VoidChannelPromise
 573:             2             48  io.netty.handler.logging.ByteBufFormat
 574:             2             48  io.netty.resolver.dns.DefaultDnsCache$1
 575:             2             48  io.netty.resolver.dns.SingletonDnsServerAddresses
 576:             1             48  io.netty.util.collection.IntObjectHashMap
 577:             3             48  io.netty.util.concurrent.PromiseTask$SentinelRunnable
 578:             2             48  io.netty.util.internal.DefaultPriorityQueue
 579:             2             48  io.netty.util.internal.ThreadExecutorMap$2
 580:             3             48  io.netty.util.internal.TypeParameterMatcher$ReflectiveMatcher
 581:             1             48  io.vertx.core.DeploymentOptions
 582:             1             48  io.vertx.core.buffer.impl.VertxUnsafeHeapByteBuf
 583:             1             48  io.vertx.core.eventbus.impl.CodecManager
 584:             1             48  io.vertx.core.eventbus.impl.EventBusImpl
 585:             2             48  io.vertx.core.impl.TaskQueue
 586:             1             48  io.vertx.core.impl.VertxImpl$InternalTimerHandler
 587:             2             48  io.vertx.core.impl.WorkerPool
 588:             1             48  io.vertx.core.net.impl.SslChannelProvider
 589:             2             48  io.vertx.ext.web.handler.FileSystemAccess
 590:             1             48  io.vertx.ext.web.handler.impl.StaticHandlerImpl$FSTune
 591:             1             48  io.vertx.ext.web.handler.sockjs.SockJSHandlerOptions
 592:             2             48  io.vertx.ext.web.impl.RouterImpl
 593:             1             48  java.io.BufferedReader (java.base@17.0.2)
 594:             2             48  java.io.File$PathStatus (java.base@17.0.2)
 595:             2             48  java.io.FilePermissionCollection (java.base@17.0.2)
 596:             2             48  java.io.OutputStreamWriter (java.base@17.0.2)
 597:             2             48  java.lang.ClassValue$Version (java.base@17.0.2)
 598:             1             48  java.lang.NullPointerException (java.base@17.0.2)
 599:             1             48  java.lang.ProcessEnvironment (java.base@17.0.2)
 600:             1             48  java.lang.ProcessHandleImpl (java.base@17.0.2)
 601:             1             48  java.lang.StackTraceElement (java.base@17.0.2)
 602:             2             48  java.lang.ThreadLocal$ThreadLocalMap (java.base@17.0.2)
 603:             1             48  java.lang.invoke.BoundMethodHandle$Specializer$Factory (java.base@17.0.2)
 604:             1             48  java.lang.invoke.BoundMethodHandle$Species_LLLLL (java.base@17.0.2)
 605:             2             48  java.lang.invoke.MethodHandles$Lookup$ClassOption (java.base@17.0.2)
 606:             2             48  java.lang.invoke.VarHandle$TypesAndInvokers (java.base@17.0.2)
 607:             2             48  java.lang.invoke.VarHandleByteArrayAsInts$ArrayHandle (java.base@17.0.2)
 608:             2             48  java.lang.invoke.VarHandleByteArrayAsLongs$ArrayHandle (java.base@17.0.2)
 609:             2             48  java.lang.management.ManagementPermission (java.management@17.0.2)
 610:             2             48  java.lang.reflect.ReflectPermission (java.base@17.0.2)
 611:             3             48  java.net.InetSocketAddress (java.base@17.0.2)
 612:             3             48  java.nio.charset.CodingErrorAction (java.base@17.0.2)
 613:             2             48  java.time.format.DateTimeFormatterBuilder$1 (java.base@17.0.2)
 614:             2             48  java.time.format.DateTimeFormatterBuilder$ZoneIdPrinterParser (java.base@17.0.2)
 615:             2             48  java.time.format.DateTimeTextProvider$LocaleStore (java.base@17.0.2)
 616:             3             48  java.util.Base64$Decoder (java.base@17.0.2)
 617:             3             48  java.util.HashMap$Values (java.base@17.0.2)
 618:             3             48  java.util.IdentityHashMap$KeySet (java.base@17.0.2)
 619:             3             48  java.util.LinkedHashMap$LinkedEntrySet (java.base@17.0.2)
 620:             3             48  java.util.Optional (java.base@17.0.2)
 621:             3             48  java.util.ResourceBundle$NoFallbackControl (java.base@17.0.2)
 622:             1             48  java.util.concurrent.ConcurrentSkipListMap (java.base@17.0.2)
 623:             2             48  java.util.concurrent.ConcurrentSkipListMap$Node (java.base@17.0.2)
 624:             3             48  java.util.concurrent.atomic.AtomicReference (java.base@17.0.2)
 625:             2             48  java.util.regex.Pattern$CharProperty (java.base@17.0.2)
 626:             1             48  java.util.regex.Pattern$GroupCurly (java.base@17.0.2)
 627:             2             48  java.util.regex.Pattern$Pos (java.base@17.0.2)
 628:             1             48  jdk.internal.jimage.ImageHeader (java.base@17.0.2)
 629:             2             48  jdk.internal.misc.Signal (java.base@17.0.2)
 630:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@17.0.2)
 631:             3             48  jdk.internal.util.Preconditions$1 (java.base@17.0.2)
 632:             3             48  org.slf4j.helpers.BasicMarkerFactory
 633:             1             48  sun.nio.ch.SelectionKeyImpl (java.base@17.0.2)
 634:             3             48  sun.nio.ch.SocketDispatcher (java.base@17.0.2)
 635:             1             48  sun.nio.cs.StreamDecoder (java.base@17.0.2)
 636:             2             48  sun.security.jca.ProviderList (java.base@17.0.2)
 637:             2             48  sun.security.jca.ProviderList$3 (java.base@17.0.2)
 638:             1             48  sun.util.resources.TimeZoneNames (java.base@17.0.2)
 639:             1             48  sun.util.resources.TimeZoneNames_en (java.base@17.0.2)
 640:             1             48  sun.util.resources.cldr.TimeZoneNames (java.base@17.0.2)
 641:             1             48  sun.util.resources.cldr.TimeZoneNames_en (java.base@17.0.2)
 642:             2             40  [Lch.qos.logback.core.Appender;
 643:             1             40  [Lio.vertx.ext.web.handler.sockjs.Transport;
 644:             1             40  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@17.0.2)
 645:             1             40  [Ljava.nio.charset.Charset; (java.base@17.0.2)
 646:             1             40  [Ljava.time.format.SignStyle; (java.base@17.0.2)
 647:             1             40  [Ljava.time.format.TextStyle; (java.base@17.0.2)
 648:             1             40  [Ljava.util.stream.StreamOpFlag; (java.base@17.0.2)
 649:             1             40  [Lsun.nio.fs.WindowsPathType; (java.base@17.0.2)
 650:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type; (java.base@17.0.2)
 651:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@17.0.2)
 652:             1             40  ch.qos.logback.core.BasicStatusManager
 653:             1             40  com.sun.management.internal.DiagnosticCommandImpl (jdk.management@17.0.2)
 654:             1             40  io.netty.bootstrap.ServerBootstrap$ServerBootstrapAcceptor
 655:             1             40  io.netty.channel.group.DefaultChannelGroup
 656:             1             40  io.netty.channel.nio.AbstractNioMessageChannel$NioMessageUnsafe
 657:             1             40  io.netty.resolver.DefaultHostsFileEntriesResolver
 658:             1             40  io.netty.util.ResourceLeakDetector
 659:             1             40  io.netty.util.concurrent.DefaultPromise$StacklessCancellationException
 660:             1             40  io.vertx.core.http.impl.HttpServerConnectionHandler
 661:             1             40  io.vertx.core.impl.resolver.DnsResolverProvider$2
 662:             1             40  io.vertx.core.shareddata.impl.SharedDataImpl
 663:             1             40  java.io.BufferedInputStream (java.base@17.0.2)
 664:             1             40  java.lang.ArithmeticException (java.base@17.0.2)
 665:             1             40  java.lang.UnsupportedOperationException (java.base@17.0.2)
 666:             1             40  java.lang.VirtualMachineError (java.base@17.0.2)
 667:             1             40  java.lang.invoke.BoundMethodHandle$Species_LJ (java.base@17.0.2)
 668:             1             40  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite (java.base@17.0.2)
 669:             1             40  java.net.InetAddress$CachedAddresses (java.base@17.0.2)
 670:             1             40  java.net.Socket (java.base@17.0.2)
 671:             1             40  java.time.format.DateTimeFormatterBuilder (java.base@17.0.2)
 672:             1             40  java.time.zone.ZoneRules (java.base@17.0.2)
 673:             1             40  java.util.ResourceBundle$2 (java.base@17.0.2)
 674:             1             40  java.util.ServiceLoader$LazyClassPathLookupIterator (java.base@17.0.2)
 675:             1             40  jdk.internal.loader.URLClassPath (java.base@17.0.2)
 676:             1             40  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@17.0.2)
 677:             1             40  sun.nio.ch.ServerSocketAdaptor (java.base@17.0.2)
 678:             1             40  sun.nio.cs.StandardCharsets$Aliases (java.base@17.0.2)
 679:             1             40  sun.nio.cs.StandardCharsets$Cache (java.base@17.0.2)
 680:             1             40  sun.nio.cs.StandardCharsets$Classes (java.base@17.0.2)
 681:             1             40  sun.nio.cs.US_ASCII$Decoder (java.base@17.0.2)
 682:             1             40  sun.util.resources.Bundles$1 (java.base@17.0.2)
 683:             1             32  [Lch.qos.logback.classic.spi.Configurator$ExecutionStatus;
 684:             1             32  [Lch.qos.logback.core.spi.FilterReply;
 685:             2             32  [Lio.netty.handler.codec.dns.DnsRecord;
 686:             1             32  [Lio.netty.handler.ssl.ClientAuth;
 687:             1             32  [Lio.netty.resolver.ResolvedAddressTypes;
 688:             1             32  [Lio.netty.util.ResourceLeakDetector$Level;
 689:             2             32  [Lio.vertx.core.Handler;
 690:             1             32  [Lio.vertx.core.tracing.TracingPolicy;
 691:             1             32  [Lio.vertx.ext.web.AllowForwardHeaders;
 692:             1             32  [Lio.vertx.ext.web.MIMEHeader;
 693:             1             32  [Ljava.lang.ThreadGroup; (java.base@17.0.2)
 694:             2             32  [Ljava.lang.Throwable; (java.base@17.0.2)
 695:             1             32  [Ljava.lang.invoke.LambdaFormEditor$Transform; (java.base@17.0.2)
 696:             1             32  [Ljava.lang.invoke.VarHandle$VarHandleDesc$Kind; (java.base@17.0.2)
 697:             1             32  [Ljava.lang.module.ModuleDescriptor$Modifier; (java.base@17.0.2)
 698:             1             32  [Ljava.lang.module.ModuleDescriptor$Requires$Modifier; (java.base@17.0.2)
 699:             1             32  [Ljava.net.Proxy$Type; (java.base@17.0.2)
 700:             1             32  [Ljava.net.StandardProtocolFamily; (java.base@17.0.2)
 701:             1             32  [Ljava.security.DrbgParameters$Capability; (java.base@17.0.2)
 702:             2             32  [Ljava.security.cert.Certificate; (java.base@17.0.2)
 703:             1             32  [Ljava.time.format.DateTimeFormatterBuilder$SettingsParser; (java.base@17.0.2)
 704:             1             32  [Ljava.time.format.ResolverStyle; (java.base@17.0.2)
 705:             1             32  [Ljava.time.temporal.IsoFields$Field; (java.base@17.0.2)
 706:             1             32  [Ljava.time.temporal.JulianFields$Field; (java.base@17.0.2)
 707:             1             32  [Ljava.util.regex.Pattern$Qtype; (java.base@17.0.2)
 708:             1             32  [Ljava.util.stream.StreamShape; (java.base@17.0.2)
 709:             1             32  [Ljdk.internal.module.ServicesCatalog; (java.base@17.0.2)
 710:             1             32  ch.qos.logback.classic.spi.LoggerContextVO
 711:             1             32  ch.qos.logback.core.helpers.CyclicBuffer
 712:             2             32  io.netty.buffer.PooledByteBufAllocator$1
 713:             2             32  io.netty.buffer.PooledByteBufAllocatorMetric
 714:             1             32  io.netty.channel.DefaultChannelId
 715:             2             32  io.netty.handler.codec.dns.DnsQueryEncoder
 716:             2             32  io.netty.resolver.dns.SingletonDnsServerAddresses$1
 717:             1             32  io.netty.util.concurrent.DefaultThreadFactory
 718:             2             32  io.netty.util.concurrent.FastThreadLocalRunnable
 719:             2             32  io.netty.util.concurrent.MultithreadEventExecutorGroup$1
 720:             2             32  io.netty.util.concurrent.SingleThreadEventExecutor$4
 721:             2             32  io.netty.util.concurrent.ThreadPerTaskExecutor
 722:             2             32  io.netty.util.internal.logging.Slf4JLoggerFactory
 723:             1             32  io.vertx.core.impl.DeploymentManager$VerticleHolder
 724:             2             32  io.vertx.core.impl.TaskQueue$$Lambda$74/0x0000000800d032e0
 725:             1             32  io.vertx.core.impl.VerticleManager
 726:             1             32  io.vertx.core.impl.resolver.DnsResolverProvider
 727:             1             32  io.vertx.core.net.impl.ServerChannelLoadBalancer
 728:             1             32  io.vertx.ext.auth.PRNG
 729:             1             32  io.vertx.ext.auth.PRNG$$Lambda$86/0x0000000800d123f0
 730:             1             32  io.vertx.ext.bridge.PermittedOptions
 731:             1             32  io.vertx.ext.web.handler.impl.StaticHandlerImpl$FSPropsCache
 732:             1             32  io.vertx.ext.web.handler.sockjs.impl.EventSourceTransport
 733:             1             32  io.vertx.ext.web.handler.sockjs.impl.HtmlFileTransport
 734:             1             32  io.vertx.ext.web.handler.sockjs.impl.JsonPTransport
 735:             1             32  io.vertx.ext.web.handler.sockjs.impl.RawWebSocketTransport
 736:             1             32  io.vertx.ext.web.handler.sockjs.impl.WebSocketTransport
 737:             1             32  io.vertx.ext.web.handler.sockjs.impl.XhrTransport
 738:             1             32  java.io.FileInputStream (java.base@17.0.2)
 739:             1             32  java.io.WinNTFileSystem (java.base@17.0.2)
 740:             2             32  java.lang.Boolean (java.base@17.0.2)
 741:             2             32  java.lang.ClassValue$Identity (java.base@17.0.2)
 742:             1             32  java.lang.Module$ArchivedData (java.base@17.0.2)
 743:             2             32  java.lang.Shutdown$Lock (java.base@17.0.2)
 744:             1             32  java.lang.module.ModuleDescriptor$Version (java.base@17.0.2)
 745:             1             32  java.net.InetAddress$CachedLocalHost (java.base@17.0.2)
 746:             2             32  java.nio.ByteOrder (java.base@17.0.2)
 747:             2             32  java.nio.channels.spi.AbstractSelector$1 (java.base@17.0.2)
 748:             1             32  java.security.UnresolvedPermission (java.base@17.0.2)
 749:             2             32  java.time.format.DateTimeFormatterBuilder$StringLiteralPrinterParser (java.base@17.0.2)
 750:             2             32  java.util.ResourceBundle$SingleFormatControl (java.base@17.0.2)
 751:             1             32  java.util.ServiceLoader$ModuleServicesLookupIterator (java.base@17.0.2)
 752:             2             32  java.util.TreeSet (java.base@17.0.2)
 753:             2             32  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base@17.0.2)
 754:             1             32  java.util.concurrent.SynchronousQueue (java.base@17.0.2)
 755:             1             32  java.util.concurrent.ThreadLocalRandom (java.base@17.0.2)
 756:             1             32  java.util.concurrent.atomic.AtomicLongFieldUpdater$CASUpdater (java.base@17.0.2)
 757:             1             32  java.util.concurrent.atomic.LongAdder (java.base@17.0.2)
 758:             1             32  java.util.regex.Pattern$BnM (java.base@17.0.2)
 759:             2             32  java.util.regex.Pattern$Caret (java.base@17.0.2)
 760:             1             32  java.util.zip.ZipCoder$UTF8ZipCoder (java.base@17.0.2)
 761:             2             32  javax.naming.CompositeName (java.naming@17.0.2)
 762:             1             32  jdk.internal.loader.ArchivedClassLoaders (java.base@17.0.2)
